tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes
IR1,Mamluk Iraq,STATE_MOSUL,149576,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=593804; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
IREK,Kingdom of Ireland,STATE_CONNAUGHT,347620,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1390481; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
IREK,Kingdom of Ireland,STATE_LEINSTER,483623,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1934493; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
IREK,Kingdom of Ireland,STATE_MUNSTER,587059,YES,law_professional_army,1.0,church_law=-0.4,0.006000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2348237; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
IREK,Kingdom of Ireland,STATE_ULSTER,586536,YES,law_professional_army,1.0,church_law=-0.4,0.006000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2351145; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
ISQ,Isaaq,STATE_SOMALILAND,36000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,3,0,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=128000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
JAP,Japan,STATE_CHUGOKU,692232,YES,law_peasant_levies,1.0,NONE,0.040000,25,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2768928; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_HOKKAIDO,7801,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=31204; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_HOKUSHINETSU,727135,YES,law_peasant_levies,1.0,NONE,0.040000,25,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2908540; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_KANSAI,1460801,YES,law_peasant_levies,1.0,NONE,0.040000,25,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5843204; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_KANTO,1293319,YES,law_peasant_levies,1.0,NONE,0.040000,25,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5173276; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_KYOTO,505294,YES,law_peasant_levies,1.0,NONE,0.040000,20,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2021176; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_KYUSHU,1064011,YES,law_peasant_levies,1.0,NONE,0.040000,25,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4256047; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_RYUKYU_ISLANDS,29350,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=117451; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_SHIKOKU,378459,YES,law_peasant_levies,1.0,NONE,0.040000,15,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1513836; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_TOHOKU,822978,YES,law_peasant_levies,1.0,NONE,0.040000,25,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3291912; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JAP,Japan,STATE_TOKAI,741250,YES,law_peasant_levies,1.0,NONE,0.040000,25,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2965000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
JEY,Jeypore,STATE_CIRCARS,61130,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,4,0,4,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=244520; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
JMB,Jambi,STATE_NORTH_SUMATRA,24746,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,4,0,4,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=92985; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
JOH,Johore,STATE_MALAYA,142601,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,4,3,1,LAW,NO,MEDIUM_HIGH_STATIC,Total population=559404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KAU,Kaurna,STATE_SOUTH_AUSTRALIA,15390,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=51300; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=25; techs=NONE.
KHI,Khiva,STATE_KHIVA,296084,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,24,7,17,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=931137; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KHI,Khiva,STATE_MERZ,8510,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=33022; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KHI,Khiva,STATE_TURKMENIA,20112,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=79229; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KHP,Kolhapur,STATE_BOMBAY,129422,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,6,0,6,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=517691; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KNO,Kurnool,STATE_KURNOOL,435380,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,8,2,6,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1741520; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KOK,Kokand,STATE_FERGANA,215500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,21,5,16,TECH,NO,MEDIUM_HIGH_STATIC,Total population=838759; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KOK,Kokand,STATE_KIRGHIZIA,104237,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=388448; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOK,Kokand,STATE_SYRDARYA,39001,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156005; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOK,Kokand,STATE_TAJIKISTAN,62324,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=236248; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KON,Kongo,STATE_BAS_CONGO,144500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,4,3,1,LAW,NO,MEDIUM_HIGH_STATIC,Total population=528000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KON,Kongo,STATE_NORTH_ANGOLA,117451,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=469804; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOR,Korea,STATE_BUSAN,899156,YES,law_peasant_levies,1.0,NONE,0.040000,25,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3596627; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOR,Korea,STATE_PYONGYANG,903207,YES,law_peasant_levies,1.0,NONE,0.040000,25,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3612828; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOR,Korea,STATE_SARIWON,405025,YES,law_peasant_levies,1.0,NONE,0.040000,16,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1620102; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOR,Korea,STATE_SEOUL,704744,YES,law_peasant_levies,1.0,NONE,0.040000,25,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2818978; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KOR,Korea,STATE_YANGHO,1138121,YES,law_peasant_levies,1.0,NONE,0.040000,25,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4552487; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KRG,Karagwe,STATE_TANGANYIKA,32650,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,3,0,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=123600; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KRT,Kaarta,STATE_WESTERN_MALI,63500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,12,1,11,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=240000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KTI,Kutai,STATE_EAST_BORNEO,43500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,2,1,1,TECH,NO,MEDIUM_HIGH_STATIC,Total population=165000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
KZH,Kishi Zhuz,STATE_AKTOBE,31925,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=127701; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KZH,Kishi Zhuz,STATE_CHELYABINSK,30509,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=122036; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KZH,Kishi Zhuz,STATE_KHIVA,2447,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=9406; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KZH,Kishi Zhuz,STATE_SAMARA,440821,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,10,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1763287; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KZH,Kishi Zhuz,STATE_SYRDARYA,14775,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=59100; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
KZH,Kishi Zhuz,STATE_URALSK,56362,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=225451; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
LAH,Lahej,STATE_YEMEN,20550,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=74100; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
LAN,Lanfang,STATE_WEST_BORNEO,18425,YES,law_peasant_levies,1.0,NONE,0.040000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=73700; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
LIP,Lippe-Detmold,STATE_WESTPHALIA,19386,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=77546; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
LOU,Louisiana,STATE_LOUISIANA,103419,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=294684; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
LUA,Luang Prabang,STATE_LAOS,82619,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,6,1,5,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=315473; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
LUB,Lübeck,STATE_SCHLESWIG_HOLSTEIN,21099,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=84396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
LUC,Lucca,STATE_EMILIA,27102,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=108408; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
LUX,Luxembourg,STATE_WALLONIA,44192,YES,law_professional_army,1.0,NONE,0.010000,0,2,0,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=176770; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MAD,Madagascar,STATE_NORTH_MADAGASCAR,268776,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,19,6,13,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1045104; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MAD,Madagascar,STATE_SOUTH_MADAGASCAR,229450,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=897800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
MARATH,Maratha Confederacy,STATE_AGRA,5233358,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,25,60,25,35,LAW,NO,MEDIUM_HIGH_STATIC,Total population=20933434; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MARATH,Maratha Confederacy,STATE_BOMBAY,2950616,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,25,25,25,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=11802465; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
MARATH,Maratha Confederacy,STATE_BUNDELKHAND,504377,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,12,12,12,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2017508; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
MARATH,Maratha Confederacy,STATE_CENTRAL_PROVINCES,226179,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=904738; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
MARATH,Maratha Confederacy,STATE_MALWA,136930,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=547720; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
MAS,Mascara,STATE_ALGIERS,324349,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,33,1,32,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1273385; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MAS,Mascara,STATE_ORAN,188552,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=735807; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
MBS,Mombasa,STATE_KENYA,8100,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,3,0,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=30001; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MEC,Mecklenburg-Schwerin,STATE_MECKLENBURG,123499,YES,law_professional_army,1.0,NONE,0.010000,1,2,1,1,LAW,NO,MEDIUM_HIGH_STATIC,Total population=493998; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MEI,Saxe-Meiningen,STATE_SAXONY,33828,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=135312; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
MGD,Maguindanao,STATE_MINDANAO,75538,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,4,1,3,TECH,NO,MEDIUM_HIGH_STATIC,Total population=292135; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MJT,Majerteen,STATE_SOMALILAND,98610,YES,law_peasant_levies,1.0,NONE,0.040000,3,9,3,6,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=363440; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
MKT,Miskitia,STATE_NICARAGUA,15750,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=62000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
