Owner_TAG,Owner_Name,State_ID,State_Display_Name,Building_ID,Building_Name,Category,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_or_Review,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Rail_PM_1776,Reason,Source_1,Source_2,Research_Note
MOR,Morocco,STATE_FEZ,Fez,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_university,University,EDUCATION,1,HIGH,YES,specialized_technical_academies,,,,Al-Qarawiyyin was a major pre-1776 center of higher learning; current technical-academy gate should not erase the historical institution.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels for the major northern Moroccan hub.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_furniture_manufactory,Furniture Manufacturies,MANUFACTURING,1,MEDIUM,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Fez’s large craft economy supports one organized wood/furniture workshop level.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_textile_mill,Textile Manufacture,MANUFACTURING,2,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_tooling_workshop,Tooling Workshops,MANUFACTURING,1,MEDIUM,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Metal and leather/craft specialization supports one generic tooling-workshop level.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_FEZ,Fez,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Fez was a major inland commercial and craft center with long-distance caravan links.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_INNER_MOROCCO,Inner Morocco,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_INNER_MOROCCO,Inner Morocco,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_INNER_MOROCCO,Inner Morocco,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road-network level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MOR,Morocco,STATE_MARRAKECH,Marrakech,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Marrakech was an important inland caravan/redistribution market; one level only.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
MSN,Massina,STATE_EASTERN_MALI,Eastern Mali,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_EASTERN_MALI,Eastern Mali,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Millet/grain agriculture was central to settled Niger-delta economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_EASTERN_MALI,Eastern Mali,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Niger-bend agriculture supported the urban market and caravan economy.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_salt_mine,Salt Mines,RESOURCE_EXTRACTION,1,MEDIUM,NO,shaft_mining,,,,Saharan salt extraction was a major component of trans-Saharan commerce; one level only in the strongest salt-linked partitions.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,
MSN,Massina,STATE_TIMBUKTU,Timbuktu,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Timbuktu was a genuine trans-Saharan redistribution and caravan market; one level only.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
NBB,Nejd,STATE_HAIL,Hail,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
NBB,Nejd,STATE_NEJD,Nejd,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Millet and hill agriculture support one commercial farm level.,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,
NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,building_rice_farm,Rice Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Kathmandu/Terai trade drew on rice and other agrarian production; one commercial level is conservative.,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,
NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One caravan-road level through the Kathmandu trade corridor.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,
NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Textile/handicraft production served Himalayan and Tibetan trade.,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,
NEP,Nepal,STATE_HIMALAYAS,Western Himalayas,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Nepal was an important intermediary in trans-Himalayan trade with Tibet.,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,
OMA,Oman,STATE_BALUCHISTAN,Baluchistan,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,Omani possession on the Makran coast belongs to a maritime trading network; one port level only.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
OMA,Oman,STATE_BALUCHISTAN,Baluchistan,building_fishing_wharf,Fishing Wharves,RESOURCE_EXTRACTION,1,MEDIUM,YES,marine_chronometry,,,,Coastal fishing supports one wharf level.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
OMA,Oman,STATE_LARISTAN,Hormuz,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,"Omani-controlled Gulf ports around Hormuz/Bandar Abbas remained maritime nodes, though below Muscat’s scale.",https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,https://omaninfo.om/en/pages/161/show/572,
OMA,Oman,STATE_LARISTAN,Hormuz,building_fishing_wharf,Fishing Wharves,RESOURCE_EXTRACTION,1,MEDIUM,YES,marine_chronometry,,,,Gulf coastal subsistence and market fishing justifies one wharf level.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,,
OMA,Oman,STATE_OMAN,Oman,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://omaninfo.om/en/pages/161/show/572,,
