Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Gameplay_Minimum_Component,Final_Target_Level,Current_Bureaucracy_Context,Projected_Bureaucracy_Context,Tax_Capacity_Context,Capital_or_Admin_Center,Decision,Reason,Runtime_Validation_Required
CHI,China,STATE_ZHILI,10,0,0,0,country_gross=2030; static_structural_cost=14234.8; gross_minus_static=-12204.8; pm=pm_simple_organization; per_level=10,country_gross=50; near_balance_95pct=13524; gross_minus_static=-14184.8; runtime_deincorp_states=0; post_deincorp_cost=14234.8; post_deincorp_net=-14184.8; laws=11; explicit_institution_blocks=0,state_pm_per_level=2; country_current=406; country_projected=10; incorporated_population_need=34861.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHK,Barotse,STATE_EAST_ANGOLA,0,0,0,0,country_gross=0; static_structural_cost=18.3; gross_minus_static=-18.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-18.3; runtime_deincorp_states=0; post_deincorp_cost=18.3; post_deincorp_net=-18.3; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=20.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CHP,Siam,STATE_LAOS,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CIR,Crimea,STATE_KUBAN,0,0,0,0,country_gross=0; static_structural_cost=12.8; gross_minus_static=-12.8; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.8; runtime_deincorp_states=0; post_deincorp_cost=12.8; post_deincorp_net=-12.8; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=7.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CMB,Touggourt,STATE_EAST_SAHARA,0,0,0,0,country_gross=0; static_structural_cost=21.0; gross_minus_static=-21.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-21.0; runtime_deincorp_states=0; post_deincorp_cost=21.0; post_deincorp_net=-21.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=2.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CMI,Chiang Mai,STATE_CHIANG_MAI,0,0,0,0,country_gross=0; static_structural_cost=47.0; gross_minus_static=-47.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-47.0; runtime_deincorp_states=0; post_deincorp_cost=47.0; post_deincorp_net=-47.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=92.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
COB,Saxe-Weimar,STATE_SAXONY,0,0,0,0,country_gross=0; static_structural_cost=16.3; gross_minus_static=-16.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-16.3; runtime_deincorp_states=0; post_deincorp_cost=16.3; post_deincorp_net=-16.3; laws=1; explicit_institution_blocks=1,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=15.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
COC,Travancore,STATE_TRAVANCORE,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
COM,Comanche,STATE_KENTUCKY,0,0,0,0,country_gross=0; static_structural_cost=110.9; gross_minus_static=-110.9; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-110.9; runtime_deincorp_states=0; post_deincorp_cost=110.9; post_deincorp_net=-110.9; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=52.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CON,Constantine,STATE_CONSTANTINE,2,0,2,2,country_gross=20; static_structural_cost=69.5; gross_minus_static=-49.5; pm=pm_simple_organization; per_level=10,country_gross=20; near_balance_95pct=67; gross_minus_static=-49.5; runtime_deincorp_states=0; post_deincorp_cost=69.5; post_deincorp_net=-49.5; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=4; country_projected=4; incorporated_population_need=148.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
COO,Cooch Behar,STATE_WEST_BENGAL,0,0,0,0,country_gross=0; static_structural_cost=19.7; gross_minus_static=-19.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-19.7; runtime_deincorp_states=0; post_deincorp_cost=19.7; post_deincorp_net=-19.7; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=24.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CRI,Crimea,STATE_TAURIDA,0,0,0,0,country_gross=0; static_structural_cost=181.6; gross_minus_static=-181.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-181.6; runtime_deincorp_states=0; post_deincorp_cost=181.6; post_deincorp_net=-181.6; laws=16; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=354.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
CUB,Cuba,STATE_WESTERN_CUBA,0,2,0,2,country_gross=0; static_structural_cost=66.2; gross_minus_static=-66.2; pm=pm_simple_organization; per_level=10,country_gross=20; near_balance_95pct=63; gross_minus_static=-46.2; runtime_deincorp_states=2; post_deincorp_cost=26.2; post_deincorp_net=-6.2; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=4; incorporated_population_need=90.5,CAPITAL,ADD,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
DAH,Dahomey,STATE_DAHOMEY,0,0,0,0,country_gross=0; static_structural_cost=26.1; gross_minus_static=-26.1; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-26.1; runtime_deincorp_states=0; post_deincorp_cost=26.1; post_deincorp_net=-26.1; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=40.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
DAI,Dai Nam,STATE_ANNAM,0,1,0,1,country_gross=30; static_structural_cost=289.1; gross_minus_static=-259.1; pm=pm_simple_organization; per_level=10,country_gross=20; near_balance_95pct=275; gross_minus_static=-269.1; runtime_deincorp_states=2; post_deincorp_cost=106.3; post_deincorp_net=-86.3; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=6; country_projected=4; incorporated_population_need=647.8,CAPITAL,ADD,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
