TAG,Country,Region,Research_Status,Current_Technology_Count,Historical_Target_Count,Add_Count_vs_Local,Remove_Count_vs_Local,Unresolved_Count,Tree_Blocker_Count,Classification_Blocker_Count,Historical_Target_Technologies,Unresolved_Technologies,Tree_Blockers,Classification_Blockers,Implementation_Status
USA,America,AMERICAS_CARIBBEAN,RESEARCHED,11,26,17,2,1,3,5,advanced_crop_rotations;codified_practical_knowledge;colonization;commercial_insurance_markets;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;mechanized_spinning;medical_degrees;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;permanent_military_hospitals;selective_breeding;standardized_field_artillery;sugar_refining;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,rifling,light_infantry_tactics->regulated_small_arms;permanent_military_hospitals->scientific_fortification_siegecraft;standardized_field_artillery->regulated_small_arms,advanced_crop_rotations;improved_agricultural_implements;medical_degrees;organized_elementary_schooling;sugar_refining,NEEDS_REVIEW
UTE,Ute,AMERICAS_CARIBBEAN,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
UZH,Uly Zhuz,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,5,0,0,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,,,,READY
VEN,Venice,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,14,28,17,3,1,0,3,codified_practical_knowledge;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;ship_classification_surveying;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;stock_exchange;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,clinicopathological_medicine,,industrial_ceramics;medical_degrees;sugar_refining,NEEDS_REVIEW
VND,Venda,AFRICA,RESEARCHED,2,3,2,1,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
VNT,Vanuatu,OCEANIA_PACIFIC,RESEARCHED,2,2,0,0,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
VNZ,Venezuela,AMERICAS_CARIBBEAN,RESEARCHED,9,12,5,2,0,2,2,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;shaft_mining;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange,medical_degrees;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
WAD,Wadai,AFRICA,RESEARCHED,5,7,5,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
WAL,Wallachia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,7,11,5,1,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
WAS,Western Australia,OCEANIA_PACIFIC,RESEARCHED,3,1,0,2,0,0,0,traditional_food_processing,,,,READY
WBL,Griqualand,AFRICA,RESEARCHED,3,1,0,2,0,0,0,improved_husbandry,,,,READY
WDJ,Wiradjuri,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
WEI,Saxe-Weimar,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,9,6,4,0,0,1,codified_practical_knowledge;distillation;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;traditional_food_processing;traditional_furniture_making,,,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
WKB,Waka-Gabi,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
WLD,Waldeck,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
WLG,Welega,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
WLT,Wolaita,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
WRR,Worrorra,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
WSG,Warsangali,AFRICA,RESEARCHED,6,7,4,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
WTI,Anangu,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
WTU,Witu,AFRICA,RESEARCHED,6,7,4,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
WUR,Württemberg,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,20,15,2,0,0,3,codified_practical_knowledge;distillation;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,industrial_ceramics;medical_degrees;organized_elementary_schooling,READY_AFTER_CLASSIFICATION_DECISION
XHO,Xhosa,AFRICA,RESEARCHED,2,3,2,1,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
YGU,Yolngu,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
YKA,Yaka,AFRICA,RESEARCHED,2,2,1,1,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
YOG,Yogyakarta,EAST_ASIA_SE_ASIA,RESEARCHED,7,8,3,2,0,1,1,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
YUR,Yura,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
ZAI,Azal,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,7,2,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
ZND,Azande,AFRICA,RESEARCHED,1,6,5,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
ZUL,Zulu,AFRICA,RESEARCHED,3,1,0,2,0,0,0,improved_husbandry,,,,READY
ZWY,Zuwayya,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
