TAG,Country,Audit_Region,Research_Region,Research_Coverage,Current_Tier,Regional_Tier_Action,Synthesis_Strategy,Recommended_Tier,Current_Tech_Count,Final_Tech_Count,ADD_Count,REMOVE_Count,Review_Present_Kept_Count,Review_Absent_Left_Absent_Count,ADD_Technologies,REMOVE_Technologies,Tier_Derived_REMOVEs,Explicit_REMOVEs,Final_Technologies,Source_File,Synthesis_Note,Post_Tier_Change_Explicit_Adds,Post_Tier_Change_Tier_Removals
HDJ,Hedjaz,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,2,0,,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,C:\Games\Victoria 3\game\common\history\countries\hdj - hedjaz.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
HDY,Hadiya,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,7,7,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/hdy - hadiya.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HEK,Hesse-Kassel,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,11,11,0,0,1,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/hek - hesse-kassel.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HER,Herat,Greater Persia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,10,0,1,2,0,,standardized_field_artillery,standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\her - herat.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
HES,Hesse,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/hes - hesse.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HHE,Hehe,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\hhe - hehe.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HLA,Halia,Oceania,OCEANIA_PACIFIC,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,0,0,0,0,3,,,,,,C:\Games\Victoria 3\game\common\history\countries\hla - halia.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HMB,Hemba,Equatorial Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\hmb - hemba.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HOH,Hohenzollern,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/hoh - hohenzollern.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HOL,Holstein,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/hol - holstein.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HRO,Herero,Southern Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\hro - herero.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HUN,Hungary,Balkans,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,13,14,1,0,0,1,scientific_fortification_siegecraft,,,,codified_practical_knowledge;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;systematic_legal_codification;urbanization,common/history/countries/hun - hungary.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
HYD,Hyderabad,South India,SOUTH_ASIA,MATRIX,tier_4,REVIEW_TIER,KEEP_TIER_AND_PATCH,,11,14,3,0,3,1,scientific_fortification_siegecraft;traditional_food_processing;traditional_papermaking,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_papermaking;urbanization,common/history/countries/hyd - hyderabad.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
IBO,Igbo,West Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\ibo - ibo.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
IDA,Idar,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\ida - idar.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
IND,Indore,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,1,0,,light_infantry_tactics;shaft_mining;standardized_field_artillery,light_infantry_tactics;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\ind - indore.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
ION,Ionian Islands,Balkans,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,10,0,6,4,0,,applied_mineralogy;coke_smelting;medical_degrees;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,applied_mineralogy;coke_smelting;medical_degrees;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;commercial_insurance_markets;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;urbanization,C:\Games\Victoria 3\game\common\history\countries\ion - ionian islands.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
IQU,Iquicha,The Andes,AMERICAS_CARIBBEAN,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,7,0,9,4,0,,codified_practical_knowledge;coke_smelting;commercial_insurance_markets;medical_degrees;organized_textile_production;regulated_small_arms;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,codified_practical_knowledge;coke_smelting;commercial_insurance_markets;medical_degrees;organized_textile_production;regulated_small_arms;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,,applied_mineralogy;distillation;improved_husbandry;international_relations;light_infantry_tactics;shaft_mining;urbanization,common/history/countries/iqu - iquichia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
IR1,Mamluk Iraq,Near East,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,12,12,1,1,3,0,state_dockyard_systems,institutionalized_scientific_exchange,,institutionalized_scientific_exchange,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;urbanization,common/history/countries/ir1 - mamluk iraq.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
IRC,Iron Confederacy,Canada,AMERICAS_CARIBBEAN,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\irc - iron confederacy.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
IREK,Kingdom of Ireland,Western Europe,WESTERN_EUROPE,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,12,15,3,0,0,1,improved_agricultural_implements;organized_forestry;periodical_print_networks,,,,codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_forestry;organized_textile_production;periodical_print_networks;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/irek - ireland.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
ISQ,Isaaq,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,7,7,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/isq - isaaq.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
JAB,Jabal Shammar,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,2,0,,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,C:\Games\Victoria 3\game\common\history\countries\jab - jabal shammar.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
JAI,Dhundhar,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,1,4,0,0,traditional_papermaking,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;traditional_papermaking;urbanization,C:\Games\Victoria 3\game\common\history\countries\jai - jaipur.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
JAP,Japan,Northeast Asia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,14,16,3,1,2,2,scientific_fortification_siegecraft;systematic_population_registration;traditional_papermaking,light_infantry_tactics,light_infantry_tactics,,codified_practical_knowledge;colonization;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;traditional_papermaking;urbanization,common/history/countries/jap - japan.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
JAS,Jaisalmer,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\jas - jaisalmer.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
JBB,Jabal,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,common/history/countries/jbb - jabal decentralized.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
JEY,Jeypore,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\jey - jeypore.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
